#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.755071577657e+02       5.005990114141e-04      -1.387169051723e+00       4.854818388738e-05       1.044733973003e-05       2.611834932508e-05       3.239831138504e-09       5.223669865015e-06      -1.040376799048e+00       4.854858848672e-05       6.006909851346e-01       6.546721742182e-01      -1.387163601679e+00       4.844673999969e-05       1.169780926180e-03      -1.040381134548e+00       4.864373438518e-05 
       1.793707072097e+02       5.143634607730e-04      -1.389685600598e+00       4.953084475905e-05       1.132227718581e-05       2.830569296454e-05       3.734939718619e-09       5.661138592907e-06      -1.042264212371e+00       4.953130413028e-05       6.007465260494e-01       6.541061927511e-01      -1.389679609174e+00       4.942204188707e-05       1.220129114129e-03      -1.042268925946e+00       4.963189934282e-05 
       1.843080127935e+02       5.321254010972e-04      -1.392885809150e+00       5.078361202167e-05       1.253544458946e-05       3.133861147364e-05       4.472787361407e-09       6.267722294728e-06      -1.044664371244e+00       5.078415053052e-05       6.008059669530e-01       6.533886882684e-01      -1.392879069110e+00       5.066487836677e-05       1.285923601829e-03      -1.044669599154e+00       5.089194601029e-05 
       1.892453183774e+02       5.500804168909e-04      -1.396065024402e+00       5.203299813591e-05       1.385002163993e-05       3.462505409982e-05       5.334782532314e-09       6.925010819965e-06      -1.047048785558e+00       5.203362631847e-05       6.008548669466e-01       6.526784911179e-01      -1.396057468376e+00       5.190372455643e-05       1.353343765133e-03      -1.047054564009e+00       5.214888705800e-05 
       1.941826239613e+02       5.682285081541e-04      -1.399220514671e+00       5.327899619034e-05       1.523718027328e-05       3.809295068320e-05       6.306986685716e-09       7.618590136640e-06      -1.049415406603e+00       5.327972383504e-05       6.008965528656e-01       6.519762786381e-01      -1.399212071215e+00       5.313855339036e-05       1.422383901110e-03      -1.049421773106e+00       5.340271495634e-05 
       1.991199295451e+02       5.865696748870e-04      -1.402350385124e+00       5.452161728033e-05       1.665857342563e-05       4.164643356407e-05       7.368405123304e-09       8.329286712815e-06      -1.051762813301e+00       5.452245360023e-05       6.009331271451e-01       6.512825188427e-01      -1.402340978583e+00       5.436935563782e-05       1.493038180070e-03      -1.051769806676e+00       5.465343987936e-05 
       2.040572351290e+02       6.051039170894e-04      -1.405453241426e+00       5.576088017001e-05       1.813070966477e-05       4.532677416194e-05       8.546750480759e-09       9.065354832387e-06      -1.054089959948e+00       5.576183608815e-05       6.009632773998e-01       6.505975547256e-01      -1.405442791802e+00       5.559613028592e-05       1.565300819550e-03      -1.054097620319e+00       5.590108008996e-05 
       2.089945407129e+02       6.238312347614e-04      -1.408527833129e+00       5.699679877378e-05       1.971135783949e-05       4.927839459873e-05       9.910291857035e-09       9.855678919746e-06      -1.056395908771e+00       5.699788950772e-05       6.009849183360e-01       6.499216936533e-01      -1.408516255956e+00       5.681887236564e-05       1.639166277182e-03      -1.056404277550e+00       5.714564976918e-05 
       2.139318462967e+02       6.427516279032e-04      -1.411572999254e+00       5.822938032113e-05       2.146338525323e-05       5.365846313307e-05       1.156652692923e-08       1.073169262661e-05      -1.058679789129e+00       5.823062909972e-05       6.009949775612e-01       6.492552204201e-01      -1.411560205477e+00       5.803757159332e-05       1.714628812494e-03      -1.058688908990e+00       5.838715766043e-05 
       2.193341905744e+02       6.636753196407e-04      -1.414869738837e+00       5.957422211812e-05       2.374509870946e-05       5.936274677365e-05       1.400477669915e-08       1.187254935473e-05      -1.061152351125e+00       5.957568809732e-05       6.009849923591e-01       6.485371054832e-01      -1.414855506279e+00       5.936639736213e-05       1.799021906590e-03      -1.061162343141e+00       5.974208677393e-05 
       2.247365348520e+02       6.848301707997e-04      -1.418127583477e+00       6.091500881850e-05       2.672291513644e-05       6.680728784109e-05       1.771814899707e-08       1.336145756822e-05      -1.063595743283e+00       6.091677077630e-05       6.009400911207e-01       6.478311321556e-01      -1.418111793623e+00       6.069029140956e-05       1.885312107071e-03      -1.063606661507e+00       6.109330597997e-05 
       2.301388791296e+02       7.062161813804e-04      -1.421343843821e+00       6.225164794596e-05       3.076015378244e-05       7.690038445609e-05       2.364821997068e-08       1.538007689122e-05      -1.066007949124e+00       6.225382843342e-05       6.008501445672e-01       6.471379656002e-01      -1.421326371806e+00       6.200915288304e-05       1.973491757392e-03      -1.066019848977e+00       6.244073886075e-05 
       2.355412234072e+02       7.278333513827e-04      -1.424515714591e+00       6.358402209789e-05       3.604793793101e-05       9.011984482753e-05       3.305534588152e-08       1.802396896551e-05      -1.068386865489e+00       6.358679526829e-05       6.007073371044e-01       6.464582999379e-01      -1.424496429158e+00       6.332286071990e-05       2.063553160347e-03      -1.068399803598e+00       6.378428862430e-05 
       2.409435676849e+02       7.496816808069e-04      -1.427641006947e+00       6.491202068686e-05       4.262177942881e-05       1.065544485720e-04       4.773942904180e-08       2.131088971441e-05      -1.070730851864e+00       6.491562696038e-05       6.005017775492e-01       6.457926743605e-01      -1.427619770448e+00       6.463130731828e-05       2.155487948705e-03      -1.070744885875e+00       6.512387177765e-05 
       2.465809509119e+02       7.727270258111e-04      -1.430851810313e+00       6.629305902243e-05       5.056147164057e-05       1.264036791014e-04       7.129122788889e-08       2.528073582028e-05      -1.073138977995e+00       6.629789587895e-05       6.002035207710e-01       6.451132498280e-01      -1.430828384252e+00       6.599101450275e-05       2.253410699142e-03      -1.073154217868e+00       6.651747641347e-05 
       2.465809766854e+02       7.727271317477e-04      -1.430851824876e+00       6.629306532652e-05       5.056158068377e-05       1.264036791004e-04       7.129122788949e-08       2.528073582071e-05      -1.073138988918e+00       6.629790218628e-05       6.006433558703e-01       6.451132467568e-01      -1.430828398804e+00       6.599102070601e-05       2.253411151463e-03      -1.073154228796e+00       6.651748277503e-05 
       2.465810024590e+02       7.727272376842e-04      -1.430851839439e+00       6.629307163061e-05       5.056168972651e-05       1.264036791004e-04       7.129122789080e-08       2.528073582134e-05      -1.073138999840e+00       6.629790849362e-05       6.006433533316e-01       6.451132436855e-01      -1.430828413357e+00       6.599102690927e-05       2.253411603785e-03      -1.073154239724e+00       6.651748913659e-05 
       2.465810282326e+02       7.727273436208e-04      -1.430851854002e+00       6.629307793470e-05       5.056179876879e-05       1.264036791014e-04       7.129122789281e-08       2.528073582216e-05      -1.073139010763e+00       6.629791480095e-05       6.006433507928e-01       6.451132406142e-01      -1.430828427910e+00       6.599103311253e-05       2.253412056107e-03      -1.073154250652e+00       6.651749549815e-05 
       2.465812097214e+02       7.727280895899e-04      -1.430851956551e+00       6.629312232594e-05       5.056256659435e-05       1.264036791351e-04       7.129122792631e-08       2.528073583334e-05      -1.073139087675e+00       6.629795921505e-05       6.006433329163e-01       6.451132189874e-01      -1.430828530386e+00       6.599107679375e-05       2.253415241201e-03      -1.073154327605e+00       6.651754029406e-05 
       2.465813912101e+02       7.727288355592e-04      -1.430852059100e+00       6.629316671717e-05       5.056333439678e-05       1.264036792175e-04       7.129122799480e-08       2.528073585427e-05      -1.073139164588e+00       6.629800362915e-05       6.006433150405e-01       6.451131973606e-01      -1.430828632862e+00       6.599112047496e-05       2.253418426298e-03      -1.073154404557e+00       6.651758508996e-05 
       2.465815726988e+02       7.727295815288e-04      -1.430852161649e+00       6.629321110839e-05       5.056410217585e-05       1.264036793492e-04       7.129122809862e-08       2.528073588504e-05      -1.073139241501e+00       6.629804804324e-05       6.006432971654e-01       6.451131757339e-01      -1.430828735338e+00       6.599116415616e-05       2.253421611396e-03      -1.073154481510e+00       6.651762988586e-05 
       2.465817541876e+02       7.727303274986e-04      -1.430852264198e+00       6.629325549961e-05       5.056486993150e-05       1.264036795302e-04       7.129122823790e-08       2.528073592568e-05      -1.073139318413e+00       6.629809245733e-05       6.006432792911e-01       6.451131541072e-01      -1.430828837814e+00       6.599120783736e-05       2.253424796497e-03      -1.073154558462e+00       6.651767468175e-05 
       2.465833814994e+02       7.727370162201e-04      -1.430853183694e+00       6.629365353131e-05       5.057175293550e-05       1.264036833604e-04       7.129123107187e-08       2.528073673146e-05      -1.073140008043e+00       6.629849069433e-05       6.006431190543e-01       6.451129601932e-01      -1.430829756654e+00       6.599159950273e-05       2.253453355674e-03      -1.073155248449e+00       6.651807634207e-05 
       2.465850088112e+02       7.727437049625e-04      -1.430854103181e+00       6.629405156230e-05       5.057863405623e-05       1.264036911594e-04       7.129123675734e-08       2.528073833100e-05      -1.073140697666e+00       6.629888893099e-05       6.006429588767e-01       6.451127662816e-01      -1.430830675486e+00       6.599199116742e-05       2.253481915019e-03      -1.073155938430e+00       6.651847800183e-05 
       2.465866361231e+02       7.727503937259e-04      -1.430855022660e+00       6.629444959256e-05       5.058551329508e-05       1.264037029252e-04       7.129124529399e-08       2.528074072387e-05      -1.073141387283e+00       6.629928716729e-05       6.006427987581e-01       6.451125723724e-01      -1.430831594310e+00       6.599238283144e-05       2.253510474533e-03      -1.073156628404e+00       6.651887966103e-05 
       2.465882634349e+02       7.727570825103e-04      -1.430855942131e+00       6.629484762210e-05       5.059239065357e-05       1.264037186552e-04       7.129125668134e-08       2.528074390954e-05      -1.073142076894e+00       6.629968540324e-05       6.006426386985e-01       6.451123784655e-01      -1.430832513125e+00       6.599277449477e-05       2.253539034215e-03      -1.073157318373e+00       6.651928131968e-05 
       2.465998220300e+02       7.728045927239e-04      -1.430862472772e+00       6.629767475613e-05       5.064118570542e-05       1.264039442376e-04       7.129141955556e-08       2.528078930724e-05      -1.073146974931e+00       6.630251401393e-05       6.006415035092e-01       6.451110012357e-01      -1.430839039110e+00       6.599555641150e-05       2.253741894958e-03      -1.073162218948e+00       6.652213423538e-05 
       2.466113806251e+02       7.728521039957e-04      -1.430869002987e+00       6.630050185394e-05       5.068988651830e-05       1.264043687776e-04       7.129172605116e-08       2.528087449531e-05      -1.073151872648e+00       6.630534260676e-05       6.006403712781e-01       6.451096241234e-01      -1.430845564669e+00       6.599833829392e-05       2.253944764199e-03      -1.073167119203e+00       6.652498712294e-05 
       2.466229392202e+02       7.728996163257e-04      -1.430875532776e+00       6.630332891565e-05       5.073849363954e-05       1.264049913683e-04       7.129217599320e-08       2.528099929238e-05      -1.073156770046e+00       6.630817118164e-05       6.006392419890e-01       6.451082471285e-01      -1.430852089800e+00       6.600112014208e-05       2.254147641937e-03      -1.073172019140e+00       6.652783998237e-05 
       2.466344978153e+02       7.729471297138e-04      -1.430882062140e+00       6.630615594135e-05       5.078700761326e-05       1.264058111081e-04       7.129276920620e-08       2.528116351812e-05      -1.073161667125e+00       6.631099973847e-05       6.006381156256e-01       6.451068702508e-01      -1.430858614507e+00       6.600390195601e-05       2.254350528173e-03      -1.073176918758e+00       6.653069281372e-05 
       2.466460564104e+02       7.729946441601e-04      -1.430888591079e+00       6.630898293117e-05       5.083542898022e-05       1.264068271009e-04       7.129350551436e-08       2.528136699335e-05      -1.073166563885e+00       6.631382827713e-05       6.006369921717e-01       6.451054934900e-01      -1.430865138788e+00       6.600668373573e-05       2.254553422905e-03      -1.073181818058e+00       6.653354561702e-05 
       2.467244119524e+02       7.733167717763e-04      -1.430932839533e+00       6.632814611406e-05       5.116127618348e-05       1.264188207602e-04       7.130225623803e-08       2.528376757146e-05      -1.073199750606e+00       6.633300241192e-05       6.006294517795e-01       6.450961635189e-01      -1.430909355643e+00       6.602554047943e-05       2.255929067265e-03      -1.073215022001e+00       6.655288399068e-05 
       2.468027674944e+02       7.736389480204e-04      -1.430977068757e+00       6.634730768346e-05       5.148305608998e-05       1.264395210676e-04       7.131751924555e-08       2.528790942950e-05      -1.073232922905e+00       6.635217567921e-05       6.006220394704e-01       6.450868388557e-01      -1.430953553237e+00       6.604439566361e-05       2.257305102059e-03      -1.073248211536e+00       6.657222108756e-05 
       2.468811230364e+02       7.739611728926e-04      -1.431021278975e+00       6.636646766844e-05       5.180092699925e-05       1.264686659172e-04       7.133923828297e-08       2.529374014818e-05      -1.073266080950e+00       6.637134805323e-05       6.006147505242e-01       6.450775194446e-01      -1.430997731792e+00       6.606324929836e-05       2.258681527254e-03      -1.073281386829e+00       6.659155691782e-05 
       2.469594785785e+02       7.742834463928e-04      -1.431065470405e+00       6.638562609623e-05       5.211504170349e-05       1.265060024125e-04       7.136735635143e-08       2.530120914997e-05      -1.073299224906e+00       6.639051951109e-05       6.006075803885e-01       6.450682052307e-01      -1.431041891528e+00       6.608210139357e-05       2.260058342816e-03      -1.073314548046e+00       6.661089149141e-05 
